Timestamp (s), Slip Angle (deg)
42.066667, 25.195482
42.100000, 22.384482
42.133333, 21.227176
42.166667, 22.647180
42.200000, 23.051683
42.233333, 28.054689
42.266667, 21.071496
42.300000, 22.402461
42.333333, 26.565241
42.366667, 26.185202
42.400000, 20.643579
42.433333, 22.561277
42.466667, 24.350311
42.500000, 21.910604
42.533333, 25.395385
42.566667, 22.614745
42.600000, 22.619676
42.633333, 23.141705
42.666667, 21.211011
42.700000, 23.132932
42.733333, 22.877001
42.766667, 22.069279
42.800000, 18.750971
42.833333, 24.795026
42.866667, 23.196875
42.900000, 27.107629
42.933333, 26.855926
42.966667, 23.331218
43.000000, 22.687497
43.033333, 22.783833
43.066667, 23.549049
43.100000, 19.578233
43.133333, 22.417339
43.166667, 19.520226
43.200000, 22.029580
43.233333, 23.812790
43.266667, 22.903811
43.300000, 19.794273
43.333333, 23.260990
43.366667, 24.387455
43.400000, 17.326448
43.433333, 23.251959
43.466667, 16.530098
43.500000, 19.414523
43.533333, -2.144934
43.566667, -1.168560
43.600000, 11.444443
43.633333, -0.283416
43.666667, 6.263679
43.700000, 2.856882
43.733333, 0.346879
43.766667, -0.220957
43.800000, -3.514473
43.833333, 0.350363
43.866667, -2.126798
43.900000, -1.293528
43.933333, -0.834037
43.966667, -1.871133
44.000000, 1.320484
44.033333, 2.014789
44.066667, 4.006332
44.100000, 1.069501
44.133333, 4.777942
44.166667, 5.296014
44.200000, 4.015918
44.233333, 5.983161
44.266667, 6.680531
44.300000, 6.924424
44.333333, 5.780787
44.366667, 7.419707
44.400000, 8.296647
44.433333, 7.556852
44.466667, 8.856101
44.500000, 7.049124
44.533333, 6.863990
44.566667, 7.246138
44.600000, 5.816397
44.633333, 6.726131
44.666667, 8.232660
44.700000, 6.263051
44.733333, 7.866470
44.766667, 8.973044
44.800000, 10.551814
44.833333, 8.523025
44.866667, 10.945485
44.900000, 11.451030
44.933333, 12.981637
44.966667, 12.410245
45.000000, 12.507652
45.033333, 14.074612
45.066667, 11.345349
45.100000, 11.657232
45.133333, 12.856294
45.166667, 13.022335
45.200000, 12.254885
45.233333, 13.310698
45.266667, 12.863349
45.300000, 11.912803
45.333333, 11.290720
45.366667, 11.436500
45.400000, 12.077896
45.433333, 12.766914
45.466667, 13.528842
45.500000, 13.072600
45.533333, 12.838519
45.566667, 13.140011
45.600000, 14.843726
45.633333, 15.412836
45.666667, 14.522048
45.700000, 15.811095
45.733333, 15.657361
45.766667, 15.994584
45.800000, 15.843697
45.833333, 15.036698
45.866667, 13.549563
45.900000, 13.451009
45.933333, 15.028102
45.966667, 15.981937
46.000000, 17.356274
46.033333, 17.545065
46.066667, 18.704319
46.100000, 16.093699
46.133333, 17.306900
46.166667, 17.480768
46.200000, 15.849454
46.233333, 15.953938
46.266667, 16.580398
46.300000, 16.051828
46.333333, 15.855883
46.366667, 16.210646
46.400000, 16.548136
46.433333, 16.920001
46.466667, 15.576549
46.500000, 17.931817
46.533333, 16.908013
46.566667, 15.654146
46.600000, 13.774977
46.633333, 16.395517
46.666667, 15.912318
46.700000, 16.818661
46.733333, 15.018104
46.766667, 16.546802
46.800000, 18.969524
46.833333, 19.248211
46.866667, 19.578768
46.900000, 16.057283
46.933333, 17.215832
46.966667, 15.406619
47.000000, 17.014966
47.033333, 16.179123
47.066667, 17.083141
47.100000, 16.406540
47.133333, 18.330814
47.166667, 16.643928
47.200000, 17.035086
47.233333, 16.442781
47.266667, 15.819511
47.300000, 17.420904
47.333333, 16.248737
47.366667, 16.621548
47.400000, 15.292644
47.433333, 16.684284
47.466667, 18.174253
47.500000, 17.918983
47.533333, 16.607688
47.566667, 17.005409
47.600000, 16.810081
47.633333, 17.356156
47.666667, 18.940351
47.700000, 17.782932
47.733333, 16.152428
47.766667, 16.420408
47.800000, 16.012018
47.833333, 16.218133
47.866667, 16.337764
47.900000, 17.801914
47.933333, 16.570957
47.966667, 17.829224
48.000000, 13.056684
48.033333, 17.571413
48.066667, 15.299805
48.100000, 14.410636
48.133333, 14.172110
48.166667, 16.582269
48.200000, 13.894818
48.233333, 18.092995
48.266667, 17.872780
48.300000, 16.655728
48.333333, 19.273961
48.366667, 16.651374
48.400000, 17.256842
48.433333, 15.856190
48.466667, 16.486789
48.500000, 17.985549
48.533333, 18.504225
48.566667, 17.496503
48.600000, 18.288930
48.633333, 15.903012
48.666667, 15.549126
48.700000, 18.128566
48.733333, 13.431345
48.766667, 17.328713
48.800000, 17.968117
48.833333, 17.215266
48.866667, 18.214918
48.900000, 19.132521
48.933333, 12.618212
48.966667, 13.027581
49.000000, 18.402467
49.033333, NaN
49.066667, NaN
49.100000, 12.365534
49.133333, 13.375574
49.166667, 17.754756
49.200000, 17.762952
49.233333, 17.715245
49.266667, 21.077214
49.300000, 17.389340
49.333333, 15.572586
49.366667, 15.688680
49.400000, 16.847122
49.433333, 16.301823
49.466667, 14.810801
49.500000, 15.564168
49.533333, 16.189854
49.566667, 17.478351
49.600000, 17.775005
49.633333, 10.838238
49.666667, 16.100188
49.700000, 15.141415
49.733333, 21.511749
49.766667, 16.016001
49.800000, 12.912398
49.833333, 15.417199
49.866667, 15.826592
49.900000, 16.123225
49.933333, 13.147338
49.966667, 9.592115
50.000000, NaN
50.033333, 14.564681
50.066667, 15.510094
50.100000, 12.998426
50.133333, -6.197122
50.166667, NaN
50.200000, 15.036921
50.233333, 17.182705
50.266667, 16.005304
50.300000, 13.188365
50.333333, 15.325047
50.366667, 14.910529
50.400000, 10.727024
50.433333, 7.767448
50.466667, 12.939780
50.500000, 14.203300
50.533333, 14.299958
50.566667, 15.575824
50.600000, 14.620698
50.633333, 13.162361
50.666667, 10.801060
50.700000, 8.751531
50.733333, 10.110058
50.766667, 12.759346
50.800000, 14.318316
50.833333, 12.235209
50.866667, 10.410824
50.900000, 12.629848
50.933333, 11.063549
50.966667, 10.032936
51.000000, 12.857139
51.033333, 14.266608
51.066667, 11.473627
51.100000, 12.738268
51.133333, 12.711614
51.166667, 10.348925
51.200000, 10.249806
51.233333, 11.730764
51.266667, 8.734900
51.300000, 6.940092
51.333333, 9.042409
51.366667, 10.848460
51.400000, 9.730108
51.433333, 11.890374
51.466667, 9.524191
51.500000, 10.249442
51.533333, 7.037451
51.566667, 6.589340
51.600000, 7.611279
51.633333, 7.617241
51.666667, 7.212690
51.700000, 8.362079
51.733333, 7.096397
51.766667, 8.582258
51.800000, 8.263248
51.833333, 7.340489
51.866667, 6.923635
51.900000, 5.958740
51.933333, 6.442881
51.966667, 6.661584
52.000000, 6.176629
52.033333, 5.143814
52.066667, 3.596247
52.100000, 4.731028
52.133333, 5.134783
52.166667, 4.753690
52.200000, 4.613302
52.233333, 5.393845
52.266667, 4.759836
52.300000, 4.506135
52.333333, 5.032736
52.366667, 4.367645
52.400000, 2.932178
52.433333, 2.806826
52.466667, 3.974486
52.500000, 3.611645
52.533333, 1.991838
52.566667, 1.873214
52.600000, 0.884110
52.633333, 1.353164
52.666667, 0.048537
52.700000, 0.292952
52.733333, 0.687970
52.766667, 0.005422
52.800000, -1.849195
52.833333, -1.237873
52.866667, -0.469378
52.900000, -0.867062
52.933333, -0.716383
52.966667, -0.581469
53.000000, -0.489239
53.033333, -2.626707
53.066667, -2.466357
53.100000, -1.665724
53.133333, -2.508756
53.166667, -1.672573
53.200000, -1.975740
53.233333, -2.345342
53.266667, -2.362429
53.300000, -2.623348
53.333333, -2.622779
53.366667, -1.940025
53.400000, -2.666486
53.433333, -2.341374
53.466667, -2.523986
53.500000, -2.351973
53.533333, -2.552791
53.566667, -1.358471
53.600000, 0.601323
53.633333, -1.187683
53.666667, 0.866265
53.700000, -1.102447
53.733333, -1.421063
53.766667, -2.096159
53.800000, -1.513236
53.833333, -1.361849
53.866667, -1.700356
53.900000, -1.777548
53.933333, -2.073072
53.966667, -1.269983
54.000000, 0.385471
54.033333, -1.917800
54.066667, -1.861743
54.100000, -3.268703
54.133333, -5.038785
54.166667, -1.039606
54.200000, 0.344487
54.233333, -1.799278
54.266667, -2.736544
54.300000, 0.920027
54.333333, -2.303193
54.366667, -9.079437
54.400000, 4.122036
54.433333, 0.492100
54.466667, -2.213890
54.500000, -0.547985
54.533333, -2.094836
54.566667, NaN
54.600000, -4.490224
54.633333, -0.373841
54.666667, NaN
54.700000, 3.144378
54.733333, -0.137588
54.766667, -0.907464
54.800000, -5.730262
54.833333, -1.071715
54.866667, 0.001435
54.900000, -2.279126
54.933333, -2.161568
54.966667, NaN
55.000000, NaN
55.033333, 1.480049
55.066667, NaN
55.100000, -1.297245
55.133333, 1.254052
55.166667, 0.854315
55.200000, -1.088159
55.233333, -1.208346
55.266667, -0.134694
55.300000, -0.755436
55.333333, -1.428016
55.366667, -0.268809
55.400000, -0.082593
55.433333, -0.943298
55.466667, -1.271923
55.500000, -0.518478
55.533333, -1.917487
55.566667, 1.048620
55.600000, -0.498782
55.633333, -1.066715
55.666667, -0.506239
55.700000, -0.998552
55.733333, -1.195689
55.766667, -1.603271
55.800000, 0.039666
55.833333, -1.269679
55.866667, -1.959695
55.900000, -0.382168
55.933333, -1.337048
55.966667, 0.469616
56.000000, -1.221656
56.033333, -1.274818
56.066667, -0.258074
56.100000, -0.337595
56.133333, -1.289279
56.166667, -0.583418
56.200000, -1.718218
56.233333, 0.381003
56.266667, -1.590455
56.300000, -1.504683
56.333333, -2.756725
56.366667, -0.780874
56.400000, 0.322189
56.433333, -0.121129
56.466667, -1.482439
56.500000, -1.395524
56.533333, -0.713320
56.566667, -0.891829
56.600000, -0.376007
56.633333, -0.321098
56.666667, -1.196490
56.700000, 0.681375
56.733333, 0.344750
56.766667, -0.831162
56.800000, 1.361078
56.833333, 0.279909
56.866667, 0.788483
56.900000, 1.124930
56.933333, 0.825878
56.966667, -1.657550
57.000000, -0.123526
57.033333, -0.304632
57.066667, -0.554424
57.100000, 0.537098
57.133333, -0.725690
57.166667, -5.740290
57.200000, 0.008611
57.233333, -0.251923
57.266667, -1.794039
57.300000, -0.667421
57.333333, -0.145500
57.366667, 0.004214
57.400000, -0.245715
57.433333, 1.060760
57.466667, 0.675954
57.500000, 3.717505
57.533333, -1.320447
57.566667, -0.022361
57.600000, -1.399625
57.633333, -2.984431
57.666667, -5.604421
57.700000, -1.251569
57.733333, -1.437605
57.766667, -1.500644
57.800000, -0.125401
57.833333, 6.541559
57.866667, 0.307579
57.900000, 1.106424
57.933333, 0.210174
57.966667, 0.544744
58.000000, 0.706848
58.033333, 1.000267
58.066667, 0.756236
58.100000, -0.746229
58.133333, 0.651039
58.166667, -0.188913
58.200000, -2.044589
58.233333, 2.218684
58.266667, NaN
58.300000, NaN
58.333333, 1.996157
58.366667, 2.236415
58.400000, 6.820766
58.433333, 3.803920
58.466667, 2.582707
58.500000, 2.227827
58.533333, 0.891750
58.566667, 3.371753
58.600000, 2.831782
58.633333, 1.364189
58.666667, NaN
58.700000, 4.636699
58.733333, 0.699229
58.766667, 1.317646
58.800000, 2.419196
58.833333, 1.226838
58.866667, -1.159798
58.900000, 2.894717
58.933333, 1.001836
58.966667, 3.140726
59.000000, 2.459409
59.033333, 4.458080
59.066667, 3.620983
59.100000, 5.684564
59.133333, 3.075713
59.166667, 4.493386
59.200000, 3.559348
59.233333, 5.261053
59.266667, 0.341324
59.300000, 4.820381
59.333333, 4.659415
59.366667, 4.366497
59.400000, 4.572518
59.433333, 6.108814
59.466667, 6.363241
59.500000, 6.467670
59.533333, 6.124753
59.566667, 4.369128
59.600000, 6.497998
59.633333, 3.984296
59.666667, 6.408180
59.700000, 5.562971
59.733333, 5.982691
59.766667, 4.620482
59.800000, 2.338466
59.833333, 4.563654
59.866667, 6.472564
59.900000, 6.122031
59.933333, 6.431451
59.966667, 7.051207
60.000000, 6.140092
60.033333, 7.161863
60.066667, 8.259148
60.100000, 5.243809
60.133333, 5.197106
60.166667, 3.633431
60.200000, 8.643390
60.233333, 6.016659
60.266667, 7.112591
60.300000, 4.138977
60.333333, 4.776645
60.366667, 5.258298
60.400000, 5.104755
60.433333, 6.368645
60.466667, 6.543510
60.500000, 6.148139
60.533333, 6.032392
60.566667, 5.182886
60.600000, 5.302017
60.633333, 5.216616
60.666667, 5.925236
60.700000, 6.202739
60.733333, 6.737037
60.766667, 6.467851
60.800000, 5.912284
60.833333, 6.698923
60.866667, 5.772386
60.900000, 6.290045
60.933333, 5.625146
60.966667, 4.639295
61.000000, 5.665111
61.033333, 7.074258
61.066667, 6.207980
61.100000, 8.020588
61.133333, 7.741437
61.166667, 7.217106
61.200000, 6.575069
61.233333, 6.254514
61.266667, 6.981514
61.300000, 5.734368
61.333333, 5.402611
61.366667, 5.436180
61.400000, 4.872657
61.433333, 4.884781
61.466667, 5.722163
61.500000, 6.032709
61.533333, 6.480156
61.566667, 5.454606
61.600000, 5.880259
61.633333, 5.881147
61.666667, 4.507432
61.700000, 4.845367
61.733333, 5.445163
61.766667, 4.851593
61.800000, 4.011725
61.833333, 4.470087
61.866667, 5.806080
61.900000, 4.385647
61.933333, 4.444745
61.966667, 4.210467
62.000000, 4.503251
62.033333, 3.021943
62.066667, 3.380981
62.100000, 3.670984
62.133333, 3.050304
62.166667, 0.603554
62.200000, -1.845067
62.233333, 1.522666
62.266667, 1.733836
62.300000, 0.209858
62.333333, 2.203002
62.366667, 1.679467
62.400000, 1.693677
62.433333, 3.213765
62.466667, 1.449200
62.500000, 1.248051
62.533333, -0.372610
62.566667, 0.410923
62.600000, -0.147793
62.633333, -1.457486
62.666667, -0.089130
62.700000, 1.436343
62.733333, -0.294947
62.766667, 0.139844
62.800000, -0.350095
62.833333, 1.547568
62.866667, 1.542118
62.900000, -1.841232
62.933333, -1.721855
62.966667, -0.535464
63.000000, -1.459003
63.033333, -0.949749
63.066667, -2.620120
63.100000, 0.432425
63.133333, -0.466794
63.166667, -0.150806
63.200000, 0.360044
63.233333, -1.468288
63.266667, 0.369928
63.300000, -0.099712
63.333333, -0.010496
63.366667, -0.113159
63.400000, -0.573521
63.433333, -1.180324
63.466667, -1.888664
63.500000, -2.433732
63.533333, 0.051588
63.566667, 0.142730
63.600000, -1.067072
63.633333, -1.366251
63.666667, -0.465896
63.700000, 0.112253
63.733333, -0.377310
63.766667, -2.256311
63.800000, -0.637085
63.833333, -0.062664
63.866667, -0.075105
63.900000, -0.554034
63.933333, -0.598568
63.966667, NaN
64.000000, -0.807212
64.033333, -0.102723
64.066667, 0.443646
64.100000, 0.542186
64.133333, 1.403754
64.166667, -1.516596
64.200000, NaN
64.233333, 1.403917
64.266667, -1.111551
64.300000, 0.487852
64.333333, -1.480629
64.366667, -0.602812
64.400000, -1.696289
64.433333, -0.661141
64.466667, -1.158555
64.500000, NaN
64.533333, -1.098170
64.566667, -1.902652
64.600000, -1.339774
64.633333, -0.480350
64.666667, -1.724664
64.700000, 3.041751
64.733333, -1.400417
64.766667, -0.899410
64.800000, -0.021450
64.833333, -0.985253
64.866667, -1.110812
64.900000, -1.200827
64.933333, -2.005857
64.966667, -2.053411
65.000000, -0.573492
65.033333, -2.983537
65.066667, -3.067371
65.100000, -0.847494
65.133333, -0.792646
65.166667, 0.409423
65.200000, -0.965602
65.233333, -1.626959
65.266667, -3.020508
65.300000, -2.160916
65.333333, 0.368539
65.366667, -3.032144
65.400000, -1.801956
65.433333, 0.377704
65.466667, 1.942532
65.500000, -2.298924
65.533333, -0.086218
65.566667, -1.149954
65.600000, -0.957959
65.633333, 0.404544
65.666667, -1.158284
65.700000, 0.115555
65.733333, -1.151812
65.766667, -1.803924
65.800000, 0.613690
65.833333, 1.050870
65.866667, -1.095120
65.900000, -0.549562
65.933333, -0.880521
65.966667, -0.303219
66.000000, -1.736515
66.033333, 1.033150
66.066667, -0.989707
66.100000, -1.810764
66.133333, -1.381538
66.166667, 0.282362
66.200000, -1.362367
66.233333, 0.699040
66.266667, -0.266589
66.300000, -1.531551
66.333333, -1.086287
66.366667, -1.172431
66.400000, -0.322019
66.433333, -9.606253
66.466667, -1.804011
66.500000, 0.131970
66.533333, -0.355182
66.566667, 0.667393
66.600000, -0.918776
66.633333, -1.248494
66.666667, -1.548085
66.700000, -1.611365
66.733333, -0.035146
66.766667, -1.017222
66.800000, -1.537623
66.833333, -5.087270
66.866667, -3.069432
66.900000, -2.537278
66.933333, -1.657959
66.966667, 8.209770
67.000000, -0.321574
67.033333, -1.484587
67.066667, -0.975746
67.100000, -0.596813
67.133333, -1.416093
67.166667, -1.805086
67.200000, -2.188539
67.233333, 1.056552
67.266667, -1.939457
67.300000, -1.257919
67.333333, -1.955718
67.366667, 1.091569
67.400000, -0.336587
67.433333, 1.530892
67.466667, -3.427155
67.500000, -1.432068
67.533333, -2.537575
67.566667, -1.386063
67.600000, -2.295096
67.633333, -0.581896
67.666667, -0.671545
67.700000, -0.555040
67.733333, 0.482593
67.766667, -0.306879
67.800000, 1.132881
67.833333, -25.172657
67.866667, NaN
67.900000, NaN
67.933333, 8.245005
67.966667, -0.358014
68.000000, -1.957037
68.033333, -0.707017
68.066667, NaN
68.100000, -0.028876
68.133333, 0.502256
68.166667, 0.477144
68.200000, -0.089850
68.233333, 0.977186
68.266667, 1.112868
68.300000, -0.213329
68.333333, 2.088747
68.366667, 0.302974
68.400000, 0.769980
68.433333, -11.596716
68.466667, -0.825134
68.500000, -0.851012
68.533333, NaN
68.566667, -5.204109
68.600000, NaN
68.633333, 1.928824
68.666667, 1.017607
68.700000, -0.051484
68.733333, NaN
68.766667, NaN
68.800000, 1.316825
68.833333, 2.399568
68.866667, 1.589031
68.900000, -0.343886
68.933333, -1.496271
68.966667, 0.650273
69.000000, -1.482662
69.033333, -0.223848
69.066667, 0.475937
69.100000, 7.822952
69.133333, NaN
69.166667, 0.008309
69.200000, 0.777814
69.233333, -0.117641
69.266667, 1.393483
69.300000, 0.597640
69.333333, -0.515922
69.366667, 2.567057
69.400000, 4.455649
69.433333, 1.757920
69.466667, 1.222526
69.500000, 0.695440
69.533333, 0.955732
69.566667, 1.126633
69.600000, 1.082288
69.633333, 2.111068
69.666667, 2.226850
69.700000, 2.453713
69.733333, 1.083615
69.766667, 1.357956
69.800000, 0.962712
69.833333, 1.213565
69.866667, 2.505144
69.900000, 1.051957
69.933333, 2.238078
69.966667, 3.745145
70.000000, 1.080079
70.033333, 0.375270
70.066667, 4.474006
70.100000, 0.663922
70.133333, 5.317509
70.166667, 0.380760
70.200000, 1.262292
70.233333, 0.581233
70.266667, -0.567274
70.300000, 4.047417
70.333333, -6.018341
70.366667, 0.521221
70.400000, 1.640041
70.433333, -6.905368
70.466667, 1.805061
70.500000, NaN
70.533333, 1.787414
70.566667, 1.460341
70.600000, 2.216689
70.633333, 1.024829
70.666667, 1.760622
70.700000, 1.809090
70.733333, 2.127136
70.766667, 3.706976
70.800000, 2.049831
70.833333, 3.290503
70.866667, 1.031729
70.900000, 6.592749
70.933333, 1.142437
70.966667, 2.799532
71.000000, NaN
71.033333, 2.592327
71.066667, 0.159312
71.100000, 2.307418
71.133333, 1.307912
71.166667, -2.263682
71.200000, 1.434482
71.233333, 3.013349
71.266667, 0.715326
71.300000, 3.732132
71.333333, 1.558326
71.366667, 1.611728
71.400000, 2.182005
71.433333, 0.602251
71.466667, NaN
71.500000, NaN
71.533333, 0.070091
71.566667, 7.517924
71.600000, 2.166262
71.633333, 1.683468
71.666667, 2.201700
71.700000, 1.685013
71.733333, 2.545053
71.766667, 1.959385
71.800000, 7.373771
71.833333, 2.787895
71.866667, 2.873031
71.900000, -1.836491
71.933333, 2.017759
71.966667, 0.760816
72.000000, -1.697609
72.033333, 1.262863
72.066667, -0.124446
72.100000, 1.489333
72.133333, -0.213097
72.166667, 3.003009
72.200000, 1.952914
72.233333, NaN
72.266667, NaN
72.300000, 1.343635
72.333333, 1.279251
72.366667, -0.301300
72.400000, 1.615568
72.433333, 0.690520
72.466667, -0.772926
72.500000, 2.582453
72.533333, -0.782796
72.566667, 0.645318
72.600000, -6.216799
72.633333, NaN
72.666667, 1.681600
72.700000, 0.868042
72.733333, NaN
72.766667, 4.019796
72.800000, -5.374008
72.833333, 1.878042
72.866667, NaN
72.900000, 0.343098
72.933333, NaN
72.966667, 2.021516
73.000000, -0.799222
73.033333, -0.505843
73.066667, -0.528438
73.100000, -0.215405
73.133333, 2.980670
73.166667, -0.405157
73.200000, 0.198274
73.233333, 0.140786
73.266667, 0.138032
73.300000, -0.644007
73.333333, 1.064080
73.366667, -0.119987
73.400000, 5.661998
73.433333, 0.386249
73.466667, 0.524210
73.500000, -0.526181
73.533333, 0.706446
73.566667, -0.258462
73.600000, 0.320806
73.633333, -0.466892
73.666667, -0.047891
73.700000, -0.180745
73.733333, 0.024986
73.766667, 0.806410
73.800000, -0.412329
73.833333, 0.948314
73.866667, 2.178211
73.900000, -1.102070
73.933333, -0.370418
73.966667, 1.653418
74.000000, -2.832457
74.033333, -1.747171
74.066667, -1.615633
74.100000, 2.418461
74.133333, 2.006024
74.166667, -0.652197
74.200000, -2.609734
74.233333, -0.812737
74.266667, 0.527760
74.300000, -0.787117
74.333333, -1.016268
74.366667, -0.486532
74.400000, -0.313555
74.433333, -1.469463
74.466667, -0.441627
74.500000, 0.094235
74.533333, -0.314829
74.566667, -0.860609
74.600000, -0.405331
74.633333, -1.105082
74.666667, -1.668057
74.700000, 0.933540
74.733333, -0.182848
74.766667, -0.086365
74.800000, -0.757408
74.833333, -0.770580
74.866667, -1.072834
74.900000, 0.294776
74.933333, 0.042876
74.966667, -2.587578
75.000000, -1.362571
75.033333, -0.831777
75.066667, NaN
75.100000, -0.568018
75.133333, -2.731671
75.166667, -0.621391
75.200000, -1.961477
75.233333, 0.761457
75.266667, 0.513254
75.300000, -1.241891
75.333333, 0.556154
75.366667, 0.840074
75.400000, 1.796845
75.433333, 1.306977
75.466667, -0.514283
75.500000, NaN
75.533333, -1.500612
75.566667, -0.006463
75.600000, -0.579365
75.633333, -2.253654
75.666667, -0.411465
75.700000, 0.136120
75.733333, 0.546845
75.766667, 0.390074
75.800000, -0.591871
75.833333, -0.979897
75.866667, 1.457054
75.900000, 0.193319
75.933333, -0.083386
75.966667, -0.640051
76.000000, -0.476854
76.033333, -0.070322
76.066667, -1.775116
76.100000, -1.758346
76.133333, 0.117614
76.166667, 1.002809
76.200000, -0.689336
76.233333, 0.236299
76.266667, 1.207874
76.300000, -0.972125
76.333333, -0.471850
76.366667, 2.638429
76.400000, 3.273957
76.433333, -2.034255
76.466667, -0.133070
76.500000, -0.294213
76.533333, -0.335399
76.566667, 0.214298
76.600000, 0.219200
76.633333, -0.142395
76.666667, 2.696640
76.700000, -0.567895
76.733333, NaN
76.766667, -0.690058
76.800000, -0.373604
76.833333, -0.602557
76.866667, -1.417105
76.900000, -0.941244
76.933333, -1.414315
76.966667, -1.242851
77.000000, -1.008797
77.033333, -0.805546
77.066667, 4.732994
77.100000, -1.584810
77.133333, -0.324251
77.166667, -6.757080
77.200000, 1.745832
77.233333, -0.759361
77.266667, 2.803249
77.300000, 0.255985
77.333333, -0.763360
77.366667, 1.052812
77.400000, -0.482184
77.433333, -0.619419
77.466667, 1.719344
77.500000, 1.070519
77.533333, 1.508609
77.566667, -0.903940
77.600000, 0.319697
77.633333, 0.672254
77.666667, -0.553124
77.700000, 0.249436
77.733333, -0.518333
77.766667, -0.802630
77.800000, -1.281782
77.833333, 0.333264
77.866667, -1.034508
77.900000, -7.678987
77.933333, 0.078569
77.966667, -1.105822
78.000000, 0.043857
78.033333, 0.320620
78.066667, 0.205199
78.100000, -0.965048
78.133333, 0.359160
78.166667, 0.705071
78.200000, -1.758177
78.233333, -0.940131
78.266667, -0.338093
78.300000, -0.022326
78.333333, -0.033055
78.366667, -2.640146
78.400000, 0.112985
78.433333, -0.272294
78.466667, -0.407516
78.500000, -0.799628
78.533333, 0.311689
78.566667, -0.584599
78.600000, 0.467944
78.633333, 0.143884
78.666667, 5.915504
78.700000, 0.437963
78.733333, -0.190603
78.766667, 0.317836
78.800000, 0.523618
78.833333, -0.961118
78.866667, -0.608769
78.900000, 0.103075
78.933333, -0.851181
78.966667, -0.757605
79.000000, 0.095049
79.033333, -1.062284
79.066667, -0.684197
79.100000, -0.248053
79.133333, 0.517636
79.166667, -0.994251
79.200000, 0.330173
79.233333, -0.393234
79.266667, 0.010351
79.300000, 0.578078
79.333333, -0.768964
79.366667, -0.431852
79.400000, 0.292737
79.433333, -0.307888
79.466667, -0.382089
79.500000, -0.078303
79.533333, -1.984946
79.566667, -0.867961
79.600000, -0.790063
79.633333, 0.937242
79.666667, -0.524065
79.700000, -1.229939
79.733333, -1.236956
79.766667, -1.143769
79.800000, -1.022602
79.833333, -0.890405
79.866667, -0.709334
79.900000, -0.571641
79.933333, -1.303208
79.966667, -0.686367
80.000000, -2.762762
80.033333, -0.844413
80.066667, -1.039493
80.100000, -0.448467
80.133333, -0.948163
80.166667, -0.456354
80.200000, 0.213516
80.233333, -0.816697
80.266667, 0.256139
80.300000, -0.565527
80.333333, -3.125420
80.366667, -0.608389
80.400000, -2.783120
80.433333, 0.312136
80.466667, -1.092291
80.500000, 0.377392
80.533333, -2.794248
80.566667, -1.404127
80.600000, -0.806066
80.633333, -2.966534
80.666667, 0.009922
80.700000, 0.092389
80.733333, -0.288985
80.766667, -0.245664
80.800000, 1.528224
80.833333, 2.232598
80.866667, -0.213675
80.900000, -2.367930
80.933333, 1.906246
80.966667, -0.462056
81.000000, 1.801813
81.033333, -0.570779
81.066667, 0.789321
81.100000, -1.062457
81.133333, -2.403617
81.166667, 0.647833
81.200000, -1.601018
81.233333, 1.650332
81.266667, 5.225550
81.300000, 0.607160
81.333333, -0.800861
81.366667, 1.203907
81.400000, -1.246589
81.433333, 2.055349
81.466667, -2.649763
81.500000, -0.672780
81.533333, -0.655337
81.566667, -1.262884
81.600000, 2.730304
81.633333, 0.028350
81.666667, -0.839330
81.700000, -0.056675
81.733333, 0.496318
81.766667, -0.157878
81.800000, 1.188931
81.833333, 0.461206
81.866667, -1.172276
81.900000, -0.196987
81.933333, -0.539417
81.966667, -0.229291
82.000000, 0.505944
82.033333, -0.309268
82.066667, -0.385985
82.100000, -0.408408
82.133333, -0.027475
82.166667, -0.789443
82.200000, 1.146772
82.233333, -0.465311
82.266667, -0.156928
82.300000, 0.233572
82.333333, -0.056309
82.366667, 0.562927
82.400000, 0.448124
82.433333, 1.698191
82.466667, 0.065921
82.500000, -0.238140
82.533333, -0.635470
82.566667, 0.908866
82.600000, NaN
82.633333, 1.437397
82.666667, 0.653511
82.700000, 0.201827
82.733333, -1.118445
82.766667, 1.493275
82.800000, -0.098635
82.833333, -0.967918
82.866667, 0.345798
82.900000, -2.002172
82.933333, -0.185770
82.966667, -6.347236
83.000000, 0.188003
83.033333, -0.035168
83.066667, -0.374070
83.100000, -0.027226
83.133333, -1.177456
83.166667, -0.262104
83.200000, 0.412162
83.233333, -0.696547
83.266667, -1.408610
83.300000, -1.450863
83.333333, -1.421504
83.366667, -0.051321
83.400000, -1.759678
83.433333, -0.272752
83.466667, -1.122066
83.500000, -0.719093
83.533333, 0.641045
83.566667, -0.751711
83.600000, -1.107351
83.633333, -2.446490
83.666667, -1.410060
83.700000, -1.789869
83.733333, -1.348666
83.766667, -0.255047
83.800000, 0.526697
83.833333, -1.084188
83.866667, -1.810303
83.900000, -2.996369
83.933333, 3.386371
83.966667, -4.319890
84.000000, -3.142447
84.033333, -3.370606
84.066667, -4.532838
84.100000, -4.125477
84.133333, 0.150687
84.166667, -2.677018
84.200000, -2.518892
84.233333, -1.863667
84.266667, -4.063946
84.300000, -4.395327
84.333333, -3.513196
84.366667, -3.294474
84.400000, -5.003717
84.433333, -2.257055
84.466667, -4.238037
84.500000, -3.838953
84.533333, -3.976009
84.566667, -3.214725
84.600000, -6.450945
